source_file,paragraph_index,raw_text,status,notes
Anta et Mamadou (1).docx,39,"Med: Là, ta’ bam nkebnjù ndù njù ke’ yoñ ndàn, Anta lo nèn lôde ze tunndà. Mamadou bam num miaglo njen mbe, a be tèttswe’, kàndà ngefet se lo’ mbwôge, ze nyàmdiañ kwù, mba ze nyàmna’ gwù ntùm tôntse.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,40,"Mamadou, et toute sa famille avec lui, était désespéré. Anta revint en fin de journée. En s'approchant de la case de son mari, elle entendit la mère de celui-ci se lamenter :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,41,"Med: Mamadou bo njoñ ze tunndà fa, ju’ kebwô. A be mvetnjù, Anta bèn. A be ghebte mbañ ba’ ndu i, nju’ màab nke nkua’a:",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,42,"""En un seul jour, voilà ton grenier de mil dévoré par les flammes ! Ton cheval de race meurt ! Puis c'est ton grand taureau – un taureau de cinq ans ! – qui périt aussi!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,43,"Med: ""Num nda’ ta’ lé’, kàndà ngefet so lo’ mbwôge! Mbwô nyàmdiañ so kwù ! mba nyàmna’ so – Ta’ nyàmna’ z’a ghù ngu’njù tàn nà ! – kwù !",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,44,Cette maison va être ruinée dans peu de temps ! Cela devait arriver ! C'est la conséquence de ton mariage avec une femme de l'espèce des génies !”,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,45,Med: A tù’ à metsit ngelañ la’ li gwù nsi ! A lo mbe ndù à tum à ndùlala ! A ywit ju mb’o na ndà bo ta’ mènnzwi ziag là.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,46,"À ces paroles, Anta décida de retourner dans sa famille. Mais avant de disparaître, elle suivit Mamadou jusqu'aux champs et, lorsqu'il s'endormit pour la sieste, elle lui ôta sa bague d'argent.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,47,"Med: Mba bo tshob ndùlala, Anta lo’ mfi’ nebèn la’ bo. Kà mbène, a bét Mamadou tà mà tswhèt, ngelañ a nô nsi nzi là, Anta sô kwa se.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,48,"À son réveil, Mamadou ne pouvait plus apercevoir les génies ni leurs villages. Il essaya de suivre le chemin qui menait chez Anta, en vain. Le village avait disparu.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,49,"Med: Ngelañ a bam num miaglo là, Mamadou ke bèn nku’ni neyen ba nziag mba ntañla’ sube. A lo’ mànze z’a tshwèt nèn la’ ba Anta là, nda’ndù a ke yen sàm ju. Tañla’ bi nsi.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,50,"Un beau jour, Anta revint dans le village de Mamadou. Elle trouva celui-ci endormi, et le réveilla. Il s'écria :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,51,"Med: A be ta’ lé’, Anta mbèn nse’ tañla’ Mamadou. A tèl i, a nke nzi, a mbam i num miaglo. Mamadou tô ntshob ndù:",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,52,« Anta ? ! D'où viens-tu ?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,53,Med: « Anta ! o tum à yà?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,54,— Je viens de mon village.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,55,Med: Me tum à la’ bag.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,56,— Ce n'est pas vrai ! Vous l'avez tous quitté!,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,57,Med: A b’a tatte ! bin nèn njoñ zin fa!,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,58,— Non. Nous l'habitons toujours.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,59,Med: Nga. Bag ke’ à mà bwe.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,60,— Alors pourquoi ne vivons-nous plus comme autrefois?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,61,"Med: A be ndùlà, ke z’a ghù bag wù ke bèn netswe mba mbwe à?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,62,— C'est qu'à présent notre mariage est rompu de par ma volonté!,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,63,Med: A b’a nummbe me bagde yag nandà,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,64,— Pourquoi l'as-tu rompu ?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,65,Med: Ke z’a ghù o bagde yag nandà à ?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,66,"— Parce que tu n'as pas tenu ta promesse ! Quand tu m'as demandé de devenir ta femme, ne t'ai-je pas déclaré qu'il me serait difficile de le rester parce que, vous autres humains, vous vous emportez, vous mentez et vous bavardez à tort et à travers ?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,67,"Med: Nummbe o bagde nka’ni z’o na’ mbù là ! Ngelañ z’o na’ mbètt’àm nandà là, me tshob wù mbe a’ ta me netswe nzwi o nummbe, bin benntùn nyiañtu, bin num nja ntù neshu, bin num tatte mbèn nke ntshobte mba ndùke lo. Ke ju ze me na’ tshob wù là ké ?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,68,— Et quand donc me suis-je emporté ? En quoi ai-je menti ? Pourquoi dis-tu que j'ai été bavard ?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,69,Med: Me ya ntù à se ? Me tatt’à ndùke ? Numke o tshob mbe me tshobte neshu à ?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,70,— Tu as eu la langue trop pendue.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,71,Med: O tshobte neshu,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,72,— Mais à quel propos ? Dis-le-moi enfin!,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,73,Med: Ke ze me tshob à ? tshob me ju’u !,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,74,"— Souviens-toi du jour où ton grenier de mil fut consumé, où ton cheval est mort et ton grand taureau est tombé dans le puits.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,75,"Med: Kwimde lé’ ze kàndà ngefet so na’ ndo’ mbwôg là, nyàmdiañ so kwù, mba nyàmna’ so gwù ntùm tôntse là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,76,"Tout cela, je ne l'ignorais pas ! Mais je suis partie pour ne plus revenir, car j'ai entendu ta mère se plaindre de moi, ce qui est la preuve que tu lui as révélé notre secret et que tu as trahi ta promesse.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,77,"Med: Me na’ lèn njoñ i fa. Là, me nèn ke bèn kô nebène, nummbe me na’ ju’ màan nke kua’ nke ntshobte num àm. Yenni nke nda’de mbe, o soñ i ju ze bag wù na’ ntshobte ntùm tsham nà, o bagde nka’ni o na’ mbù là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,78,"Je vais te raconter ce qui s'est réellement passé : j'étais restée près de toi jusqu'à l'aube. Azraël, l'ange de la mort aux bras parsemés d'yeux et portant un arbre sur la tête, est venu.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,79,"Med: M’a’ tshob wù kua’ ju z’a na’ ntôg là : me na’ tswe bañ o kà njù làn. Azraël, angél vù z’a ghù miag njoñ ndù’ fa num mbu mi là, z’a num nket ta’tù num tu i là, na’ se’e.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,80,"Il voulait s'emparer de toi. Je l'ai repoussé et rejeté sur ton grenier de mil, qui a brûlé. Il a essayé alors d'emporter ta mère. Je l'ai jeté sur le cheval, qui s'est effondré sous son poids.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,81,"Med: A na’ nke nkô nelo’ o. Me ta’ i, ntèn i num kàndà ngefet so, a lo’ mwbôg. A kô nelo màan. Me tèn i a gwù num nyàmdiañ so, nyàmdiañ ke ku’ni neket let angél vù, a kwù.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,82,"Il s'est néanmoins entêté à rester, prêt à se venger sur ta sœur. Et moi, une troisième fois, je l'ai combattu et repoussé. Il est tombé sur le taureau, qui mourut en basculant dans le puits.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,83,"Med: A tatu ke kô nenène, ndiag neyagde mba’, nzwi mvèl o ze mènnzwi. Num yoñ i mbatte tat, me zwe bo yi ntèn i, a gwù num nyàmna’, nyàmna’ gwù ntùm tôntse nkwù.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,84,"Si je t'avais laissé mourir, ainsi que ta mère et ta sœur, que serait devenue ta maison ? Elle aurait été perdue!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,85,"Med: A be ze me na’ fañ i a zwi o là, nzwi màan mba mvèl o ze mènnzwi là, mba so ba’ b’a ke sènni à? Mb’a bi !",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,86,"Et si vous êtes tous encore en vie, ce fut grâce à l'incendie du grenier de mil, à la mort du cheval et à celle du taureau!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,87,"Med: A be ze bin ke’ tù là, mb’a b’a nummbe kàndà ngefet lo’ mbwôge, nyàmdiañ kwù, mba nyàmna’ kwù !",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,88,"Ne vaut-il pas mieux que les choses se soient passées ainsi ? Tu m'as trahie, mais avant de te quitter pour toujours, je devais te révéler la vérité. »",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,89,"Med: Mb’a tôg à ndùlala a ke’ bwô ké? O bagde yu nka’ni, nda’ndù a lo mbwô ndù me tshob nenùn wù kà nèn yoñ yoñ ntshù’. »",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,90,Et Anta s'en alla. Jamais Mamadou ne la revit.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Anta et Mamadou (1).docx,91,Med: Anta nèn. Mamadou ke bèn to’ yen i.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,1,Qui peut m'aider à mettre cette charge sur ma tête ? wù ze b’a ywimd’àm nete lèt lé num tu àm à?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,2,"Il était une fois une femme enceinte qui était allée chercher du bois sec. A na’ mbe ta’ lé’, ta’ mènnzwi jùm nèn diag ntshwèn z’a jum nà.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,3,"Lorsqu'elle eut rassemblé la quantité voulue, elle n'eut personne pour l'aider à poser la charge sur sa tête. Ngelañ z’a miagde netswétte njoñ z’a ku’ num i là, sàm mèn ke be z’a ywimd’é nete num tu i là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,4,Alors elle appela Ndùlà a tshob ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,5,"- Quelle créature de la forêt, pourrait m'aider à mettre cette charge sur ma tête ? Zit nyàm tô fèn li ze b’a ywimd’àm nete let li num tu àm à?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,6,Le margouillat se présenta. La femme lui dit : Nko’ bolibagbag se’. Mènnzwi tshob yi ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,7,"- Ôte-toi de là, tu ne peux pas ! Lo mve làà, b’o ke kele!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,8,- Quelle créature de la forêt pourrait m'aider à mettre cette charge sur ma tête ? répéta-t-elle. A bèn mbètte ndù : Zit nyàm tô fèn li ze b’a ywimd’àm nete let li num tu àm à?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,9,Le lézard vint. Elle lui dit : Meto’ bolibagbag se’. A tshob yi ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,10,"- Ôte-toi de là, tu ne peux pas! Lo mve làà, b’o ke kele.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,11,- Quelle créature de la forêt pourrait m'aider à mettre cette charge sur ma tête ? dit-elle encore. . A bèn ntshob ndù : Zit nyàm tô fèn li ze b’a ywimd’àm nete let li num tu àm à?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,12,"Le lion vint. Elle lui dit : Ngwayit se’, a tshob yi ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,13,"- Toi, tu en es capable. Wù, b’o ket.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,14,"- Si je t'aide, que me donneras-tu en retour ? demanda le lion. Ngwayit bètt’é ndù : me ywimd’o mb’oa’ fà à ke me à?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,15,"- Ce que je porte dans mon ventre, répondit-elle. A bùnde ndù : ju z’a be bam sam nà.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,16,"Njogoy le lion l'aida ; la femme s'en retourna au village où elle accoucha d'un garçon du nom de Samba. Ngwayit lén se Njogoy ywimd’é; mènnzwi bèn la’, mbwe mèn mandum, mfà lén se Samba",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,17,"Le lion attendit avec impatience quelques années, puis un jour, il se dirigea vers le village",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,18,"et demanda à Samba : Ngwayit fènnde men ngu’, à be ta’ lé’, à nèn la’ mbètte Samba ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,19,"- Peut-on te manger ou faut-il encore attendre ? Be bo fèl’o ndô ké, ke bo bèn mbéb’à?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,20,La femme dit Mènnzwi tshob mbe :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,21,"- Attends encore, le moment n'est pas venu. Le lion s'en retourna, attendit un certain temps, puis revint au village et dit : Na’ bèn mbébe, ngelañ ke’ yoñ nku’u. Ngwayit kañ wul i mbène. Men ngelañ be tôge, à bèn mbèn la’, mbètte ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,22,"- Peut-on te manger ou faut-il encore attendre ? Be bo fèl’o ndô ké, ke bo bèn mbéb’à?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,23,"- Il reste encore un mois, répondit la mère. Mà Samba bùnde ndù : ta’ màñwù neke’e.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,24,Samba décida un matin : Samba lo nsi mo’ nkebnjù ndo’ mfi’ mbe :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,25,- C'est moi qui vais faire paître le troupeau. A me bèn béb bwoñ njùmbwe.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,26,Et il partit. Le lion vint en son absence. A ghù nène. Ngwayit se’ ke tèl i.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,27,"- Peut-on le manger ou faut-il encore attendre ? Be bo fèl’i ndô ké, ke bo bèn mbéb’à?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
