story_segment_id,story_key,order_index,en_text,fr_text,med_text,source_file,source_sheet,source_row,status,notes
ss_00011,young_man_and_lion,11,,"Une année plus tard, il décida de retourner au village pour s’y installer définitivement avec Fatou et leur enfant.","Tamngu’ tôg, a lo’ mfi’ nebèn mbèn ntùm ntañla’ tà tse tswe bwe yoñ ntshù’ bo Fatou ngù mèn yub.",frabcaise_3.xlsx,Sheet1,12,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00012,young_man_and_lion,12,,"Pour marquer sa venue et montrer sa bravoure, il proposa à sa femme une promenade dans la forêt. Cette dernière, surprise, lui dit :","Num nela’de mbe a se’e mbèn nda’de ze tànntù, a tshob nzwi i mbe bo nèn katte ntùm mfèn. Nzwi i tshàm, ntshob yi ndù :",frabcaise_3.xlsx,Sheet1,13,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00013,young_man_and_lion,13,,"- Mais tu es fou, tu veux que les lions nous dévorent tous les deux !",O b’a mbàbun ké? O tshwèt ndiag mbe ba ngwayit fèt yag ben bàa ké?,frabcaise_3.xlsx,Sheet1,14,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00014,young_man_and_lion,14,,"=- tu vas voir que moi je suis un homme, je ne suis pas comme les poltrons de chez vous.","Oa’ yen mbe me b’a ta’ mandum, me ke’ b’a mba ba mbwôgtùn tse bo be la’ bin nà.",frabcaise_3.xlsx,Sheet1,15,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00015,young_man_and_lion,15,,Suis-moi et amène avec toi notre fils ! dit Demba.,Demba tshob ndù: lo’ mèn ntam njam àm!,frabcaise_3.xlsx,Sheet1,16,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00016,young_man_and_lion,16,,"La mort dans l’âme, Fatou obéit à son époux.","Ke kô nkô, Fatou ju’ ntshu ndu i",frabcaise_3.xlsx,Sheet1,17,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00017,young_man_and_lion,17,,"Arrivé à l’orée de la forêt, soudain, un chacal sortit d’une touffe d’herbes et fla devant eux. Demba se mit à crier :","Bo kum mba bo tu ntùm mfèn nà, bo be tshù ta’ mbù tshwèt tum ntùm nena ñwag mbwe bo. Demba tô ntshob ndù :",frabcaise_3.xlsx,Sheet1,18,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00018,young_man_and_lion,18,,"=- Ah, Ah tu vois, les lions, quand ils me voient, ils détalent.",Ah ah o yen ké? Ngelañ ba ngwayit num njen àm nà bo kù ke lôde njam.,frabcaise_3.xlsx,Sheet1,19,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00019,young_man_and_lion,19,,"=- Mais ce n’est pas un lion, dit Fatou.",Fatou tshob ndù : a ke’ b’a ngwayit là.,frabcaise_3.xlsx,Sheet1,20,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00020,young_man_and_lion,20,,- C’est quoi ? demanda Demba.,Demba bètt’é ndù : k’a b’a ke?,frabcaise_3.xlsx,Sheet1,21,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00021,young_man_and_lion,21,,"- C’est un chacal, répondit Fatou.",Fatou tshob ndù : a b’a ta’ mbù tshwèt,frabcaise_3.xlsx,Sheet1,22,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00022,young_man_and_lion,22,,"- Qu’importe, dit Demba, tu vas voir!","Demba tshob ndù : a be mba ke lo, oa’ yene!",frabcaise_3.xlsx,Sheet1,23,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00023,young_man_and_lion,23,,"Quelques moments après, ce fut au tour d’une hyène de détaler devant eux. Demba sauta et dit: Men ngelañ be tôge, ta’ mbù kù ntôg mbwe bo. Demba bwôg, a tshob ndù :","Men ngelañ be tôge, ta’ mbù kù ntôg mbwe bo. Demba bwôg, a tshob ndù :",frabcaise_3.xlsx,Sheet1,24,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00024,young_man_and_lion,24,,"- Ce n’est pas un chacal ! C’est un lion, il est plus grand !","A ke’ b’a mbù tshwèt! a b’a ta’ ngwayit, a gwu’ ntshùa zemo’!",frabcaise_3.xlsx,Sheet1,25,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00025,young_man_and_lion,25,,"=- Doucement, dit Fatou, ce n’est qu’une hyène.","Biag wul o, a b’a nda’ ta’ mbù.",frabcaise_3.xlsx,Sheet1,26,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00026,young_man_and_lion,26,,"Après avoir longuement marché sans voir de lion, Demba proposa à sa femme de se reposer à l’ombre d’un acacia.","Bo zin ngelañ yàm ke yen ta’ ngwayit, là Demba tshob nzwi i mbe bo tswe tun tù acacia mfide.",frabcaise_3.xlsx,Sheet1,27,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00027,young_man_and_lion,27,,Fatou aménagea de la place sur le sol pour son enfant qui commençait à dormir. Elle se coucha derrière l’enfant et Demba fatigué ft de même.,"Fatou nabte dù’ num tsha’ num nenô mèn i z’a na’ yà nke nzi là. A nô ze njam mèn, mba Demba nô ze ndù a yà bole.",frabcaise_3.xlsx,Sheet1,28,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00028,young_man_and_lion,28,,"La brise et la fraîcheur de l'ombre aidant, ils s’endormirent tous.","Dù’ nefide bo netshañ tù bo nô tun bwe là ywimde yube, njoñ yub fa zi",frabcaise_3.xlsx,Sheet1,29,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00029,young_man_and_lion,29,,"Pendant ce temps, un lion arriva et s’installa sous un arbre à quelques pas d’eux.","Yen ngelañ nà, ta’ ngwayit se’ ntswe tun ta’ tù mbañ bo.",frabcaise_3.xlsx,Sheet1,30,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00030,young_man_and_lion,30,,Le bébé se réveilla le premier.,Mèn be mbwe mén nebam num miaglo.,frabcaise_3.xlsx,Sheet1,31,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00031,young_man_and_lion,31,,"Il vit l’animal, à quatre pattes s’approcha de lui et commença à jouer avec sa queue. Fatou à son tour se réveilla et aperçut son enfant en train de jouer avec le lion !","A ye nyàm, nzin nku kua nkù’de mbañ i, nto’de neghù sa bo kun i. Fatou bam ze num miaglo, njen mèn nke ngù sa bo ngwayit!",frabcaise_3.xlsx,Sheet1,32,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00032,young_man_and_lion,32,,Elle réveilla son mari et lui dit :,A bam ndu i num miaglo ntshob yi ndù :,frabcaise_3.xlsx,Sheet1,33,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00033,young_man_and_lion,33,,"=- Notre enfant est en danger, il joue avec le lion.","Yôg mèn yag b’a ntùm nge’, a tshwèt ngù sa bo ngwayit.",frabcaise_3.xlsx,Sheet1,34,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00034,young_man_and_lion,34,,"Demba se redressa, fixa l’animal et dit :","Demba bwù’ wul i, ndôde nyàm, ntshob ndù :",frabcaise_3.xlsx,Sheet1,35,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00035,young_man_and_lion,35,,- C’est ça un lion ?,A b’a ngwayit li ké?,frabcaise_3.xlsx,Sheet1,36,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00036,young_man_and_lion,36,,"- C’est ça même, répondit Fatou.","Fatou bùnde ndù, a b’a kua’ yi.",frabcaise_3.xlsx,Sheet1,37,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00037,young_man_and_lion,37,,Aussitôt Demba commença à retrousser le bas de son pantalon. Fatou lui demanda alors :,Be ndùse Demba ko’ nku trôsi se. Fatou bètt’é ndù :,frabcaise_3.xlsx,Sheet1,38,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00038,young_man_and_lion,38,,- Tu vas sauter sur lui ?,Oa’ gwù num i ké?,frabcaise_3.xlsx,Sheet1,39,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00039,young_man_and_lion,39,,Demba fait non de la tête et retroussa les manches de sa chemise.,"Demba nyi’de tu i mbe nga, nko’ mbu tu nzwe i.",frabcaise_3.xlsx,Sheet1,40,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00040,young_man_and_lion,40,,- Tu vas le frapper avec un bâton ? demanda à nouveau Fatou.,"Fatou bèn mbètte mbe, oa’ lab i bo kôg ké?",frabcaise_3.xlsx,Sheet1,41,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00041,young_man_and_lion,41,,Il fait non de la tête et dit à Fatou :,"A nyi’de tu i mbe nga, ntshob Fatou ndù :",frabcaise_3.xlsx,Sheet1,42,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00042,young_man_and_lion,42,,=- Donne-moi la main.,Fà bu o me.,frabcaise_3.xlsx,Sheet1,43,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00043,young_man_and_lion,43,,- Tu vas fuir ? questionna Fatou,Fatou bètt’é ndù : oa’ kù ké?,frabcaise_3.xlsx,Sheet1,44,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00044,young_man_and_lion,44,,"=- Oui, s’il plaît à Dieu, répondit Demba.","Demba bùnde ndù : ñ, a be z’a b’a ze nekô Nsi là.",frabcaise_3.xlsx,Sheet1,45,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00045,young_man_and_lion,45,,- Et notre fils alors ? dit Fatou en pleurant.,Fatou kua’ ntshob yi ndù : ke nshum yag o?,frabcaise_3.xlsx,Sheet1,46,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00046,young_man_and_lion,46,,"=- On en fera un autre, cria Demba qui avait déjà commencé à courir.","Demba to’de nekù nde, a tô mbùnde ndù : bag wù a’ bwe mo’o.",frabcaise_3.xlsx,Sheet1,47,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00047,young_man_and_lion,47,,"Heureusement pour le bébé, ce n’était pas un lion mais une lionne, qui lui avait même donné un peu de son lait.","Ju netsiañde b’a mbe, a na’ ke b’a ta’ ngwayit ze mandum là ze mènnzwi, a fa mba bùn mèn.",frabcaise_3.xlsx,Sheet1,48,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00048,young_man_and_lion,48,,Mon conte est fini ; celui qui respire le premier ira au paradis.,Yàm tshô mii; mbwe mèn z’a zwiag là a’ nèn paradis.,frabcaise_3.xlsx,Sheet1,49,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00049,creation_and_proverb,49,,"Le sixième petit matin de la création, Papa Bondieu, accoudé au balcon du ciel, considérerait avec une certaine satisfaction les étoiles, innombrables loupiotes qui s'éteignent au lever du jour.","Bam nkebnjù lé’ ntôg mba bo nabte njoñ tshu fa là, baba Bondieu tswe mve kamànyam, ndôde njen nsa ntshu’ nsthu’ mba bo tshwèt nké’é, njù be làn bo biag, tsiañde dun ntù i.",frabcaise_3.xlsx,Sheet1,50,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00050,creation_and_proverb,50,,"Papa Bondieu trouvait que tout cela était bon. Il baissa les yeux et admira les océans, les fleuves, les lacs qui regorgent de bêtes à écailles, de dauphins et autres mammifères colossaux et microscopiques.","Baba Bondieu lôde njoñ tshen tshu là fa njen mbe a bwô. A ben tu i nsi, ndôde dibantse, ta’ntse boa mfube ndù à dun ba nyàm tse bo ghù nga’ là, boa ba mà ndô ngontse ndùb mba tse meto’.",frabcaise_3.xlsx,Sheet1,51,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00051,creation_and_proverb,51,,"Il admira de même, la terre toute égaillée de bêtes à cornes, de bêtes à poils gigantesques et minuscules. Il s'émerveilla de voir, dans les airs, quantité de bêtes à plumes de tout poil.","A lôde tsha’ njen mba à bwô là boa nyàm bo ghù ndô là, mba tse bo ghù nyañnyañ à yàm nà, mba tse bo ghù a nda’ meju i là. A tshàm neyen mba kamànyam dun nyàm tse bo ghù mfe nzenze là.",frabcaise_3.xlsx,Sheet1,52,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00052,creation_and_proverb,52,,Papa Bondieu trouvait que tout cela était bon.,Baba Bondieu lôde njen mbe njoñ i fa bwô.,frabcaise_3.xlsx,Sheet1,53,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00053,creation_and_proverb,53,,"Il décida alors de créer l'humanité. Il prit de l'argile et ft trois boules, deux petites pour deux têtes et une grosse pour un ventre. Avec un long boudin, il ft quatre bras et quatre jambes. Il rassembla le tout auquel il donna deux sexes, comme pour la vanille, et il posa cette créature androgyne sur le sol.","A lo’ mfi nenabte mènntùn nyiañtu. A lo’ tsha’ mbode nze tat, a lo’ bàa nabte tu bàa yi mbèn ndo’ ta’ i nabte bam se yi. A lo’ ta’ bote ju z’a sag là, nabte mbu yi kuà, mbèn nabte nku yi kuà. A tse’de njoñ i fa, a tum mènnzwi bo mandum a yab yub num nsitsha’.",frabcaise_3.xlsx,Sheet1,54,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00054,creation_and_proverb,54,,"L'humanité fraîchement créée se mit à rouler à grand fracas, s'appuyant tantôt sur les mains tantôt sur les pieds. Papa Bondieu arrivait à supporter ce vacarme car il avait une grande capacité de concentration, mais la vitesse avec laquelle la créature androgyne se reproduisait le laissait pantois. Il était à craindre qu'au rythme où ça allait, il n'y aurait, d'ici peu, plus de place pour tout ce monde sur terre.","Mènntùn nyiañtu bo yôg nebom nà to’de nezin bam bame, ke num mbu mi ke num nku mi lo. Papa Bondieu fènnde yen tshu’de là nummbe a na’ ku’ni nete nkwade mi num ta’ ju ke lôde bag bag. Nda’ndù, mat nzwit mènntùn nyiañtu na’ nke ndo’ ndun nsitsha’ yi là ghù a tshàm. A na’ nke mbwôg mbe nzwit mènntùn nyiañtu nke nkwi’de à ndùlala mba me nda’nda’ dù’ ke bèn mbe num nsitsha’.",frabcaise_3.xlsx,Sheet1,55,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00055,creation_and_proverb,55,,"Papa Bondieu ne fit ni une ni deux : il dégaina sa machette et..... raaaa, coupa son œuvre en deux moitiés.",Baba Bondieu ke bi ngelañ : a sô ñwi bà mi nkeb ju z’a na’ nabte là ngabte nze bàa.,frabcaise_3.xlsx,Sheet1,56,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00056,creation_and_proverb,56,,"Pour la première fois, l'humanité divisée en mâle et femelle se retrouva debout sur ses pieds, et se mit aussitôt à courir, courir, courir. Où va-t-elle et, grand dieu, que cherche-t- elle ?","Num mbwe yoñ i, mènntùn nyiañtu ze bo ghabte mènnzwi bo mandum nà tsin tù num nku mi, nto’de nekù nde njoñ dù’ fa. A nèn à ya, nsi ndùb, a diag à ke?",frabcaise_3.xlsx,Sheet1,57,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00057,creation_and_proverb,57,,Chacun cherche la moitié qu'on lui a enlevée. Beaucoup la cherchent encore. Il y a tant de monde sur terre que ce n'est pas chose facile de tomber sur la bonne moitié.,"Mba wù lo tshwèt ndiag mo’ fag i ze bo lo’ là. Mbwoñ yub tshwèt mbèn nke ndiage. Mba benntùn yàm num nsitsha’ là, a ke’ fiag nefon kua’ bag wul o ze ntun nà.",frabcaise_3.xlsx,Sheet1,58,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00058,creation_and_proverb,58,,"Quand on se trompe, c'est la déveine, mais quand on la trouve, c'est le bonheur.","O fàn manze mboa’ yen nge’, nda’ndù o fon kua’ bag wul o ze ntùn, mba oa’ dun tsiañde.",frabcaise_3.xlsx,Sheet1,59,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00059,creation_and_proverb,59,,Comme le dit le proverbe :,Ndañndañ mba tànkùt tshwèt ntshob là :,frabcaise_3.xlsx,Sheet1,60,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00060,creation_and_proverb,60,,Papabondieu est le premier,Baba Bondieu b’a mbwe i,frabcaise_3.xlsx,Sheet1,61,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00061,creation_and_proverb,61,,"L'homme le deuxième,","mènntùn nyiañtu be mbatte i,",frabcaise_3.xlsx,Sheet1,62,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00062,creation_and_proverb,62,,Et le Lion le dernier.,Ngwayit be miagde.,frabcaise_3.xlsx,Sheet1,63,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00063,creation_and_proverb,63,,"Un jour, Tigre croise l'Homme à la rivière et lui demande s'il croit que le proverbe dit la vérité.","A na’ mbe ta’ lé’, busi tshwèt bumde mènntùn nyiañtu mà ta’ntse, a bètt’é a be z’a kwade mbe tànkùt tshwèt ntshob à nenùn nà.",frabcaise_3.xlsx,Sheet1,64,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00064,creation_and_proverb,64,,=- Permets-moi de grimper sur ce cocotier pour réfléchir Et te répondre.,"Tsin me ko’ num tù mba li, kà nsiañde mba me bùnde wù là.",frabcaise_3.xlsx,Sheet1,65,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00065,creation_and_proverb,65,,"Lorsqu'il se retrouve très, très haut, sur la cime de l'arbre, l'homme crie à Tigre :","Ngelañ z’a ko’ kà nkum ta mve tù là, mènntùn nyiañtu tô mbùnde busi tshwèt ndù :",frabcaise_3.xlsx,Sheet1,66,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00066,creation_and_proverb,66,,- Le proverbe dit la vérité :,Tànkùt tshwèt ntshob à nenùne :,frabcaise_3.xlsx,Sheet1,67,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00067,creation_and_proverb,67,,Papabondieu est le premier,Baba Bondieu b’a mbwe i,frabcaise_3.xlsx,Sheet1,68,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00068,creation_and_proverb,68,,L'homme le deuxième,mènntùn nyiañtu be mbatte i,frabcaise_3.xlsx,Sheet1,69,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00069,creation_and_proverb,69,,Et le Tigre le dernier.,Busi tshwèt be miagde i.,frabcaise_3.xlsx,Sheet1,70,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00070,creation_and_proverb,70,,"Tigre grogne, rugit et siffle longuement pour rameuter ses frères qui accourent aussitôt en rangs serrés.","Busi tshwèt kua’, ntô ngelañ yàm num netsiañ fèt tse. Bo kù nde ntsin nka.",frabcaise_3.xlsx,Sheet1,71,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00071,creation_and_proverb,71,,- L'homme qui est dans ce cocotier prétend que :,Mènntùn nyiañtu z’a be num tu mba li là tshwèt ntshob mbe :,frabcaise_3.xlsx,Sheet1,72,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00072,creation_and_proverb,72,,Papabondieu est le premier,Baba Bondieu b’a mbwe i,frabcaise_3.xlsx,Sheet1,73,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00073,creation_and_proverb,73,,L'homme le deuxième,Mènntùn nyiañtu be mbatte i,frabcaise_3.xlsx,Sheet1,74,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00074,creation_and_proverb,74,,Et le Tigre le dernier.,Busi tshwèt be miagde i.,frabcaise_3.xlsx,Sheet1,75,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00075,creation_and_proverb,75,,"- Mensonge, rétorquent les Tigres qui ceinturent l'arbre, lui labourent le tronc avec leurs griffes, le secouent sans pour autant arriver à y grimper.","Ba busi tswhèt tse bo bum tù mba ndiañ là bùnde mbe a b’a tatte. Bo lo’ nkib mub nkua num ntù, nyi’de tù nda’ndù bo ke ku’ni neko’o.",frabcaise_3.xlsx,Sheet1,76,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00076,creation_and_proverb,76,,"Du haut du cocotier, l'homme regarde la scène avec un sourire narquois.","Mènntùn nyiañtu tswe num tù, ndôde mba bo nke ngù là nzwi yube.",frabcaise_3.xlsx,Sheet1,77,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00077,creation_and_proverb,77,,"- Nous ferons la courte échelle, s'écrie Tigre, et avec nos corps nous élèverons une tour assez haute pour que le dernier d'entre nous puisse faire tomber l'homme de son perchoir. Tigre ne sera jamais le dernier!","Ta’ busi tshwèt tô ntshob ndù : bag a’ nabte tùko’, nabte ta’ nesà ba’ boa wut yag, mba wù lo ko’ num mvèl i kà miagde mèn z’a ko’ là tèn mènntùn nyiañtu num dù’ z’a ghet là.",frabcaise_3.xlsx,Sheet1,78,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00078,creation_and_proverb,78,,"Et c'est ce que les tigres frent avec entrain et détermination. Les vieux et les moins vieux consolidèrent la base, les adultes et les jeunes grimpèrent au sommet de l'échelle. C'est alors que l'homme, perché sur la cime qu'avait atteint le plus jeune des tigres, se pencha et lui glissa à l'oreille, assez fort pour qu'on l'entende :","Bo fiag wut, ba busi tswhèt ghù ndañndañ mba bo nabte là. Tse bo ywèn nà tswe mà tun, tse ngu’njù sub na’ ntènde là boa ghuan benntùn ko’ num tùko’ kà kum ta mve tù. Tù’nyam njoñ tshen busi tshwèt là fa ko’ kà kum dù’ mènntùn nyiañtu be là. A ben wul i, ntshob yi bo neta nze mba njoñ yub fa wù ju’ i mebwô là ndù:",frabcaise_3.xlsx,Sheet1,79,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00079,creation_and_proverb,79,,"- Si tu bouges d'une semelle, je te coupe la tête avec mon couteau.","O na’ nyi’de mba nda’ metsili, mba m’a’ keb tu o bo bi sam.",frabcaise_3.xlsx,Sheet1,80,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00080,creation_and_proverb,80,,"En entendant la menace faite à son petit, la mère du jeune tigre qui se trouvait au milieu de la tour, rugit de terreur.","Mà yen busi tshwèt là tswe netèt nesà ba’ bo nabte bo wut yub là, nju’ mba bo tshwèt mfa’de mèn i là, a tô ndù",frabcaise_3.xlsx,Sheet1,81,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00081,creation_and_proverb,81,,- Yooowwwwwwwwwwwwwwwww !,Yooowwwwwwwwwwwwwwwww !,frabcaise_3.xlsx,Sheet1,82,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00082,creation_and_proverb,82,,Les tigres sursautèrent et déséquilibrèrent la tour qui s'écroula ; ils tombèrent et prirent la poudre d'escampette.,"Ba busi tshwèt bwôg, nesà ba’ bo na’ nabte boa wut yub là vù nsi, mba wù lo kù ke lôde njam.",frabcaise_3.xlsx,Sheet1,83,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00083,creation_and_proverb,83,,"Quand ils eurent tous disparu, l'homme debout au pied du cocotier déclara :","Ngelañ njoñ ba busi fa kù là, mènntùn nyiañtu tsin tù num tù mba ntshob ndù :",frabcaise_3.xlsx,Sheet1,84,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00084,creation_and_proverb,84,,- Et Toc ! Comme le dit la parole :,Mba tànkùt tshob là :,frabcaise_3.xlsx,Sheet1,85,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00085,creation_and_proverb,85,,Papabondieu est le premier,Baba Bondieu b’a mbwe i,frabcaise_3.xlsx,Sheet1,86,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00086,creation_and_proverb,86,,L'homme le deuxième,Mènntùn nyiañtu be mbatte i,frabcaise_3.xlsx,Sheet1,87,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00087,creation_and_proverb,87,,Et le Tigre le dernier...,Busi tshwèt be miagde i…,frabcaise_3.xlsx,Sheet1,88,needs_review,Clean French-Médumba aligned row from spreadsheet.
ss_00088,anta_and_mamadou,1,,"Un jeune homme du nom de Mamadou, qui voulait apprendre à lire et à écrire, partit un jour à la recherche d'une école. Il quitta sa province pour se rendre dans la région du Kayor, au Sénégal.",Ta’ nguan nshum lén se Mamadou z’a na’ nke kô nezi’de nesiañ mba neki ju là nèn diag ta’ dù’ ñwa’ni. A fañ ze tañla’ nèn tùsô Kayor mà Sénégal.,Anta et Mamadou (1).docx,,,needs_review,French-Médumba paragraph pair parsed from DOCX.
