source_file,source_sheet,source_row,English,Medumba,category,status,review_reason,word_count
simple-eng-med.xlsx,Sheet1,19,"We live according to divine values. These values ​​that were taught in the Bible promote well -being and respect for others as well as qualities such as honesty and friendliness. They contribute to the development of healthy and productive members of society and promote the unity and morality of the family. Convinced that ""God is not partial"", we belong to a spiritual brotherhood that is really internationally, free of racist and political obstacles. Although we are usually, we make up a unique people.","Tshag mat yôg fe à Nsi. Tshen mat tsʼa fe ntùm Ñwaʼni Nsi là, be ngù bag tswe mebwô mbèn mfà nkuʼni tsemoʼo, ngù mat netsine mba bwôntù. Yennà num ngù mbe bag tswe mebwô mbèn mbe mbwô ghafaʼ ntùm njù, nke ntènde yag netswe netamde ntùm yag tunndà mbèn ngù mbwô mat. Mba bag lèn mbe Nsi keʼ be tôde là, bag bʼa ntùm taʼ tunndà netamde num bag ywèle ntùm njù fa, ke nke ndoʼ bag num nkùnkù mba tôde. Mba tà ndù bag bʼa mba tsemoʼ là, yag tunndà tum à tùʼ i.",family_people,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,83
simple-eng-med.xlsx,Sheet1,20,Listen to God and Live Forever,Juʼ ntshu Nsi ghù yôg matmat,values_communication,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,6
simple-eng-med.xlsx,Sheet1,21,"The Creator wants to guide, protect, and bless us.","Ngaʼ fiʼ njoñ tshu fà tshwèt diag ne tshagdʼo, ntshettʼo mbèn nañ mbotni num o.",food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,9
simple-eng-med.xlsx,Sheet1,22,God is like a loving father.,Nsi b’a mba taʼ tà nkôni là.,family_people,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,6
simple-eng-med.xlsx,Sheet1,23,"God is our Creator, and he cares for us. Just as a wise and loving father instructs his children, so God teaches people everywhere the best way to live.","Nsi bèn nabte ben, mbèn ke ntshàmndèn be. Ndañndañ mba taʼ tà zenu bo nkôni là, Nsi be ntswide njoñ benntùn fa, mbwô mat ne loʼ ntswe yi.",family_people,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,29
simple-eng-med.xlsx,Sheet1,24,God reveals precious truths that fill us with joy and hope.,Nsi be ntswide ben nenùn ndùb zʼa be ghù be dun tsiañde bo ywinde là.,actions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,11
simple-eng-med.xlsx,Sheet1,25,"If you listen to God, he will guide and protect you and help you deal with problems.","O juʼ ntshu Nsi, mbʼa nsi tshagtʼo, ntshètʼo mbèn ywimdʼo ntùm ngutni yàme.",values_communication,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,17
simple-eng-med.xlsx,Sheet1,26,But there is more —you will live forever!,Mbe nèn mbwe —o ghù yôg matmat!,location_direction,needs_review,Long entry; not a basic concept text without splitting.,8
simple-eng-med.xlsx,Sheet1,27,"“Come to me,” God tells us. “Listen, and . . . keep alive.”","Nsi tshob ndù: “Bin seʼ me. Bin juʼu, ndù ntù zin yôge.”",values_communication,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,10
simple-eng-med.xlsx,Sheet1,28,How Do We Listen to God?,Be o juʼ ntshu Nsi a ndùke?,values_communication,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,6
simple-eng-med.xlsx,Sheet1,29,Play,Siañe,app_ui,needs_review,Needs native speaker review.,1
simple-eng-med.xlsx,Sheet1,30,Current time,Ngelañ ndônni,time,needs_review,Needs native speaker review.,2
simple-eng-med.xlsx,Sheet1,31,Loaded:,A ku’u:,app_ui,needs_review,Needs native speaker review.,1
simple-eng-med.xlsx,Sheet1,32,Progress:,Njoñ:,app_ui,needs_review,Needs native speaker review.,1
simple-eng-med.xlsx,Sheet1,33,Mute,Ne lok nze i,app_ui,needs_review,Needs native speaker review.,1
simple-eng-med.xlsx,Sheet1,34,God speaks to us through the Bible.,Nsi be ntshob nu be ntshùade a njam Bible.,actions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,7
simple-eng-med.xlsx,Sheet1,35,The true God directed men to write down his thoughts in one sacred book. That book is the Bible. It contains important information that God wants you to know.,Nsi lo tshagde benntùn bo kide nkwade mi ntùm taʼ boʼ ñwaʼni nelàne. Yen boʼ ñwaʼni là bʼa Ntshob Nsi. A ghù ntshob ndùb ze Nsi kô mbʼo lèn nà.,learning,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,29
simple-eng-med.xlsx,Sheet1,36,"God knows what is best for us, and he is the Source of all wisdom. By listening to him, you will become truly wise.","Nsi lèn ju zʼa bwô num ben nà, mbèn be tumnsi ntse njoñ zenu fa. O ke njuʼ yi, mbʼo nsi be nga zenu.",questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,24
simple-eng-med.xlsx,Sheet1,37,God wants everyone on earth to read the Bible. It is now available in many languages.,Nsi kô mbe njoñ benntùn fa num nsitshaʼ siañ Bible. Bo kide i ntùm Ntshob yàme.,body,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,16
simple-eng-med.xlsx,Sheet1,38,"If you want to listen to God, you must read and understand the Bible.","O kô ne juʼ ntshu Nsi, mbʼa bette mbe o ke siañ mbèn njuʼ ntshob mi.",learning,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,14
simple-eng-med.xlsx,Sheet1,39,People everywhere are listening.,"Ntùm njoñ njù fa, benntùn be njuʼ ntshu Nsi.",questions,needs_review,Needs native speaker review.,4
simple-eng-med.xlsx,Sheet1,40,Jehovah’s Witnesses can help you understand the Bible.,Ghakwénta Yaweh kuʼni ne ywimdʼo ne juʼ Ntshob Nsi.,values_communication,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,8
simple-eng-med.xlsx,Sheet1,41,"In all the earth, they teach the truth about God.","Ntùm njoñ njù fa, bo num ntswide nenùne mfà num Nsi.",body,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,10
simple-eng-med.xlsx,Sheet1,42,You do not have to pay anything for this instruction. You can also learn about God at the local Kingdom Hall of Jehovah’s Witnesses.,Ziʼde bʼa banban. O bèn kuʼni ne lèn Nsi ntshùade a ne ke nèn ntùm ndà ghamde Ghakwénta Yaweh.,body,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,24
simple-eng-med.xlsx,Sheet1,43,God’s word is truth.,Ntshob Nsi be a nenùne.,actions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,4
simple-eng-med.xlsx,Sheet1,44,Why can we trust in God?,Numke a bwô ndù o yab ntù o num Nsi a?,questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,6
simple-eng-med.xlsx,Sheet1,45,Who Is the True God?,Nsi nenùn bʼa we?,questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,5
simple-eng-med.xlsx,Sheet1,46,"There is only one true God, and his name is Jehovah. He is a Spirit; we cannot see him. He loves us and wants us to love him in return. He also wants us to love other people. He is the Supreme One, the Creator of all things.","Nsi nenùn bʼa ntshuʼ, lén se bʼa Yaweh. A bʼa ywele; be keʼ kuʼni ne yen i. A kô be, mbèn ke ndiag mbe be kô i. A num mbèn ndiag mbe be kô tsemoʼ benntùn. A bʼa nga ghù ngùʼ ndùb, nga nabte njoñ ntshu fa.",food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,48
simple-eng-med.xlsx,Sheet1,47,The first of God’s creations was a mighty spirit person who later came to be known as Jesus Christ. Jehovah also created the angels.,"Netoʼde, Nsi lo nabte taʼ ywèt neta, bo me nèn mbwe tsiañ i Yésu Kristô. Yaweh lo mbèn nabte ba angél.",food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,24
simple-eng-med.xlsx,Sheet1,48,Jehovah created everything in heaven . . . and on earth.,Yaweh Nsi lo nabte njoñ tshu fa mve kamànyam . . . mba num nsitshaʼa.,body,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,8
simple-eng-med.xlsx,Sheet1,49,Jehovah God created the stars as well as the earth and all that is on it.,Yaweh Nsi lo nabte ba nsa mba nsitshaʼa bo njoñ tshu fa tse a be bwe là.,body,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,16
simple-eng-med.xlsx,Sheet1,50,"He formed Adam, the first man, from the dust of the ground.","A lo loʼ tshaʼ bom Adam yi, a tuʼ mbwe mènntùn.",general,needs_review,Long entry; not a basic concept text without splitting.,12
simple-eng-med.xlsx,Sheet1,51,Why should we honor Jehovah?,Numke a ke mbette mbe be fa nkuʼni Yaweh a?,questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,5
simple-eng-med.xlsx,Sheet1,52,What are some of God’s qualities?,Tsit mat tse Nsi ghù a?,questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,6
simple-eng-med.xlsx,Sheet1,53,What Was Life Like in Paradise?,Yôg naʼ bʼa ndùke ntùm Paradisi a?,questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,6
simple-eng-med.xlsx,Sheet1,54,Jehovah gave Adam and Eve many good things.,Yaweh naʼ fa mbeʼ yàme mbwô tshu Adam bo Eva.,values_communication,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,8
simple-eng-med.xlsx,Sheet1,55,"Jehovah made the first woman, Eve, and gave her to Adam to be his wife.","Yaweh Nsi lo nabte mbwe mènnzwi, Eva, a be nzwi Adam.",family_people,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,15
simple-eng-med.xlsx,Sheet1,56,"Jehovah created them with minds and bodies that were perfect, without any flaw.","Yaweh Nsi naʼ fa zenu bo, mbèn ghù taʼ wud nelàne miagde, ke loʼ.",food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,13
simple-eng-med.xlsx,Sheet1,57,Their Paradise home was the garden of Eden —a place of great beauty with a river and fruit trees and animals.,"Yub Paradisi naʼ bʼa nkaʼ Eden, taʼ mbwô duʼ ntswe bo ntse, ntàmtù ghù ba nyàm.",food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,21
simple-eng-med.xlsx,Sheet1,58,"Jehovah spoke to them; he taught them. If they listened to him, they would live forever in Paradise on earth.","A naʼ ke ntshobte bo a bo; ke ntswide yube. Bo naʼ ne juʼ ntshu i, mba bo naʼ tswe matmat ntùm Paradisi num nsitshaʼa.",body,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,20
simple-eng-med.xlsx,Sheet1,59,God said not to eat from one of the trees.,Nsi naʼ fa ntshuʼ bo ndù ka bo jù tàmtù zʼa be netèt nkaʼ Eden nà.,food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,10
simple-eng-med.xlsx,Sheet1,60,"Jehovah showed Adam and Eve one fruit tree in the garden and told them that if they ate from it, they would die.","Yaweh Nsi lo laʼde taʼ tàmtù netèt nkaʼ Adam bo Eva mbèn tshob bo mbe, bo jù ntàm mi, mba bo nsi kwù.",actions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,23
simple-eng-med.xlsx,Sheet1,61,One of the angels rebelled against God. That wicked angel is Satan the Devil.,Taʼ angél netèt tsemoʼ lo tatu Nsi. Yen tshùagkèt angél là bʼa Satan Diabolo.,actions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,14
simple-eng-med.xlsx,Sheet1,62,"Satan did not want Adam and Eve to obey Jehovah. So he used a serpent to tell Eve that if she ate the fruit from that tree, she would not die, but she would be like God. Of course, that was a lie.","Satan naʼ ke kô mbe Adam bo Eva juʼ ntshu Yaweh Nsi. Ndùlala, a naʼ tshùade njam taʼ nyu ntshob Eva mbe, a jù men tàmtù là, mbʼa ke kwù, mbʼa nsi mbe a mba Nsi là. Ndaʼndù, a naʼ mbʼa tatte.",learning,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,43
simple-eng-med.xlsx,Sheet1,63,They Listened to Satan With What Results?,"Bo naʼ juʼ ntshu Satan, miagtʼi be ke?",questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,7
simple-eng-med.xlsx,Sheet1,64,"Adam and Eve did not obey God, so they died.","Adam bo Eva naʼ ke juʼ ntshu Nsi, ndùlala, bo lo kwù.",actions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,10
simple-eng-med.xlsx,Sheet1,65,"Eve listened to the serpent and ate of the fruit. Afterward, she gave some to Adam, and he ate it.","Eva naʼ juʼ ntshu nyu, jù tàm tù. Me nèn mbwe, mfà mba ze Adam, a jù.",learning,needs_review,Long entry; not a basic concept text without splitting.,20
simple-eng-med.xlsx,Sheet1,66,What they did was wrong it was a sin. God made them leave their Paradise home.,"Ju ze bo ghù là naʼ ke ngwù lag, a naʼ mbʼa taʼ nukebwô. Nsi taʼ yub ntùm Paradisi.",home_objects,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,16
simple-eng-med.xlsx,Sheet1,67,Life was hard for them and their children. They grew old and died. They did not go to the spirit world; they ceased to exist.,"Yôg naʼ ta num bo mba bon ntshobe. Bo naʼ ke nkuʼu, nywène mbèn kwù. Bo naʼ ke nèn a ntùm ngô ba ywèle; yôg sub naʼ tsin.",family_people,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,25
simple-eng-med.xlsx,Sheet1,68,The dead are as lifeless as the dust.,"Fe mèn bʼa ke yôg, mbèn mbʼa mba mbab là.",general,needs_review,Long entry; not a basic concept text without splitting.,8
simple-eng-med.xlsx,Sheet1,69,We die because we all come from Adam and Eve. The dead are not able to see or hear or do anything.,"Be ke kwù a nummbe be fe a Adam bo Eva. Fe mèn keʼ kuʼni ne yene, njuʼu mbèn faʼ ju.",body,exclude_from_kids_or_review,Potentially unsuitable for child beginner content or needs human decision.,22
simple-eng-med.xlsx,Sheet1,70,"Jehovah did not mean for people to die. Soon he will bring back to life those asleep in death. If they listen to him, they will live forever.","Yaweh Nsi lo ke kô mbe benntùn ke kwù. Ndaʼndaʼ a bam fe ben num vù. Bo juʼ ntshu i, mba bo nsi ghù yôg matmat.",food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,28
simple-eng-med.xlsx,Sheet1,71,Why do we die?,Numke be ke kwù a?,questions,exclude_from_kids_or_review,Potentially unsuitable for child beginner content or needs human decision.,4
simple-eng-med.xlsx,Sheet1,72,Death will be no more.,Vù ke nsi mbèn be.,food_drink,exclude_from_kids_or_review,Potentially unsuitable for child beginner content or needs human decision.,5
simple-eng-med.xlsx,Sheet1,73,The Great Flood —Who Listened? Who Did Not?,"Ngelañ dibambañ, we zʼa naʼ njuʼ ntshu Nsi a? We zʼa tatu a?",food_drink,needs_review,Long entry; not a basic concept text without splitting.,8
simple-eng-med.xlsx,Sheet1,74,Most in Noah’s time did what was bad.,Mbeʼ yàm benntùn num ngelañ Noa naʼ bʼa ghaghù kebwô.,questions,needs_review,Long entry; not a basic concept text without splitting.,8
simple-eng-med.xlsx,Sheet1,75,"Adam and Eve had children, and people became many on the earth. In time, some angels joined Satan’s rebellion.","Adam bo Eva lo ghù bônkeʼ, benntùn yàm num nsitshaʼa. Yen ngelañ nà, tsemoʼ angél tam njam Satan ntùm ze tatu.",family_people,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,19
simple-eng-med.xlsx,Sheet1,76,"They came to earth and took on the bodies of men so that they could marry women. The women gave birth to superhuman sons, who were fierce and strong.","Bo naʼ loʼ mbab wùd seʼ num nsitshaʼa, ndoʼ ngonngon tsʼa bwô yub là. Bo a bo naʼ tamde mbwe nsansa bon, bo ke tshùag mbèn ghù neta neshu.",body,needs_review,Long entry; not a basic concept text without splitting.,29
simple-eng-med.xlsx,Sheet1,77,The world became filled with people who did bad things. The Bible says that “man’s wickedness was great on the earth and that every inclination of the thoughts of his heart was only bad all the time.”,"Njù naʼ dun ghaghù nukebwô. Ñwaʼni Nsi mbe “nukebwô mènntùn lo yàm num nsitshaʼa, nkwadenu ntù i nke mbe be mi kebwô njoñ ndù fa.”",body,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,37
simple-eng-med.xlsx,Sheet1,78,Noah listened to God and built an ark.,"Noa naʼ juʼ ntshu Nsi, kut sitima.",values_communication,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,8
simple-eng-med.xlsx,Sheet1,79,Noah was a good man. Jehovah told Noah that He was going to destroy the wicked people with a great flood.,Noa naʼ bʼa mèn mebwô. Yaweh Nsi naʼ tshob Noa mbe aʼ biagde tshùagket benntùn bo dibambañ.,food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,21
simple-eng-med.xlsx,Sheet1,80,"God also told Noah to build a huge boat, called an ark, and to take into it his family and every sort of animal.","Nsi mbèn tshob Noa mbe a nkom sitima, num ne yôg ze tunndà bo nzwit njoñ nyàm fà.",animals,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,24
simple-eng-med.xlsx,Sheet1,81,"Noah warned people about the coming Flood, but they did not listen. Some laughed at Noah; others hated him.","Noa naʼ soñ benntùn nu mfà num dibambañ, ndaʼndù bo ke juʼ yi. Benntùn lo ke nzwi i; tsemoʼ ke mbàn i.",feelings,needs_review,Long entry; not a basic concept text without splitting.,19
simple-eng-med.xlsx,Sheet1,82,"When the ark was finished, Noah brought the animals inside.","Ngelañ a miagde ne kut sitima là, Noa tsho bo a ba nyàm ntùm mbwe.",animals,needs_review,Long entry; not a basic concept text without splitting.,10
simple-eng-med.xlsx,Sheet1,83,What Do We Learn From the Great Flood?,Ke ze dibambañ tshwèt ntswide be yi a?,body,needs_review,Long entry; not a basic concept text without splitting.,8
simple-eng-med.xlsx,Sheet1,84,God destroyed the wicked but saved Noah and his family.,"Nsi naʼ biagde tshùagkèt benntùn, ndaʼndù Noa bo ze tunndà yôg.",actions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,10
simple-eng-med.xlsx,Sheet1,85,"It rained for 40 days and 40 nights, and the water covered all the earth. All the wicked people died.","Mbañ naʼ lo liʼnjù 40 bwôgtshù bo tèttsweʼ, ntse dun num nsitshaʼa. Njoñ tshùagkèt benntùn fa kwù.",body,exclude_from_kids_or_review,Potentially unsuitable for child beginner content or needs human decision.,20
simple-eng-med.xlsx,Sheet1,86,The rebellious angels left their bodies of flesh and became demons.,Ba tatu angél lo ghùaʼ mbàb wud yub mbèn nkañ be ba ywètkebwô.,general,needs_review,Long entry; not a basic concept text without splitting.,11
simple-eng-med.xlsx,Sheet1,87,"Those who were in the ark survived. Though Noah and his family eventually died, God will bring them to life again with the prospect of living forever.","Benntùn bo be ntùm sitima là lo yôge. Mba ta ndù Noa bo ze tunndà lo kwù là, Nsi nsi bam yub num vù bo ghù yôg matmat.",questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,27
simple-eng-med.xlsx,Sheet1,88,God will again destroy the wicked and save the good people.,"Nsi nsi biagde tshùagket ben, mbèn fa yôg benmebwô.",values_communication,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,11
simple-eng-med.xlsx,Sheet1,89,Satan and the demons continue to mislead people.,Satan bo a ywètkebwô tshwèt nèn mbwe ne fù benntùn.,general,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,8
simple-eng-med.xlsx,Sheet1,90,"Today, as in Noah’s time, many reject Jehovah’s loving direction. Soon Jehovah will destroy all who are wicked.","Ndañndañ mba ngelañ Noa là, benntùn yàm tshwèt ghùaʼ manze nkôni Yaweh Nsi. Ndaʼndaʼ Yaweh Nsi biagde njoñ benkebwô fà.",questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,18
simple-eng-med.xlsx,Sheet1,91,Some people are like Noah. They listen to God and do what he says; they are Jehovah’s Witnesses.,Tsemoʼ benntùn bʼa mba Noa là. Bo num njuʼ ntshu Nsi mbèn ke ghù ju zʼa kô là; bo bʼa Ghakwénta Yaweh.,questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,18
simple-eng-med.xlsx,Sheet1,92,Choose the road that leads to life.,Tshoʼ manze yôg.,general,needs_review,Long entry; not a basic concept text without splitting.,7
simple-eng-med.xlsx,Sheet1,93,The wicked will be destroyed; the meek will enjoy peace.,Bo nsi biagde tshùagkèt benntùn; ba juʼ ntshu Nsi nsi tswe fide.,general,exclude_from_kids_or_review,Potentially unsuitable for child beginner content or needs human decision.,10
simple-eng-med.xlsx,Sheet1,94,Who Was Jesus?,Yésu naʼ bʼa we?,questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,3
simple-eng-med.xlsx,Sheet1,95,Jehovah sent Jesus to earth.,Yaweh Nsi tum Yésu num nsitshaʼa.,body,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,5
simple-eng-med.xlsx,Sheet1,96,"If we want to please Jehovah, we must listen to another important person. Long before creating Adam, Jehovah created a mighty spirit person in the heavens.","Num ne ghù mbe ntù Yaweh tsiañde, a bwô mbe bag bin juʼ moʼ taʼ mén ndùb. Yaweh Nsi lo bwôg mbwe nabte taʼ angél neta ndùb mve kamànyam ka mbom Adam.",food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,26
simple-eng-med.xlsx,Sheet1,97,"In time, Jehovah sent this one to be born in Bethlehem to a virgin named Mary. The child was given the name Jesus.","Yaweh Nsi lo tum i num nsitshaʼ ntùm bam ménngon Maria, bo bwe i ma Bètlèhèm. Lén yen mèn nà naʼ bʼa Yésu.",family_people,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,23
simple-eng-med.xlsx,Sheet1,98,"As a man on earth, Jesus perfectly reflected God’s qualities. He was kind, loving, and approachable. Fearlessly, he taught others the truth about Jehovah.","Yésu naʼ fiʼde mat tàab Nsi ntùm nelàne miagde. A naʼ ghù bwôntù, nkôni, benntùn ke ghebte mbañ i. A naʼ ke tswide benntùn nenùne mfà num Yaweh Nsi.",body,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,24
simple-eng-med.xlsx,Sheet1,99,Jesus did good but was hated.,"Yésu lo ke ghù numebwô, ndaʼndù bo ke mbàn i.",values_communication,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,6
simple-eng-med.xlsx,Sheet1,100,Jesus also healed the sick and raised to life some who had died.,Ba tà ndà tshôsi naʼ ke mbàn Yésu nummbe a naʼ ke ndaʼde tshob tatte bo yub tshùagntù.,questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,13
simple-eng-med.xlsx,Sheet1,101,The religious leaders hated Jesus because he exposed their false teachings and their evil ways.,Yésu lo yade ghangokèt mbèn mbam fe ben num vù.,questions,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,15
simple-eng-med.xlsx,Sheet1,102,The religious leaders persuaded the Romans to beat Jesus and to kill him.,Ba tà ndà tshôsi lo tende ba roma bo lab Yésu mbèn nzwi i.,food_drink,source_context_only,Religious/source-context term; keep out of beginner lessons unless intentionally used.,13
