lesson_item_id,lesson_key,order_index,item_type,concept_key,prompt_language,answer_language,prompt_text,source_files,status,notes
li_00047,body_01,12,vocabulary_card,mouth,en,med,MOUTH,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00048,body_01,13,vocabulary_card,move_ahead,en,med,Move ahead,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00049,body_01,14,vocabulary_card,my_belly_hurts,en,med,My belly hurts,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00050,body_01,15,vocabulary_card,put_your_hand_here,en,med,Put your hand here,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00051,body_01,16,vocabulary_card,remove_your_hand,en,med,Remove your hand,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00052,body_01,17,vocabulary_card,search,en,med,search,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00053,body_01,18,vocabulary_card,search_for_your_shoes,en,med,Search for your shoes,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00054,body_01,19,vocabulary_card,searching,en,med,searching,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00055,body_01,20,vocabulary_card,show_your_hand,en,med,Show your hand,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00056,body_01,21,vocabulary_card,stretch_your_hand,en,med,Stretch your hand,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00057,body_01,22,vocabulary_card,take_off_your_hand,en,med,Take off your hand,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00058,body_01,23,vocabulary_card,the_chest,en,med,The chest,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00059,body_01,24,vocabulary_card,the_eyes,en,med,The eyes,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00060,body_01,25,vocabulary_card,the_legs,en,med,The legs,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00061,food_drink_01,1,vocabulary_card,are_you_hungry,en,med,Are you hungry?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00062,food_drink_01,2,vocabulary_card,breathe,en,med,Breathe,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00063,food_drink_01,3,vocabulary_card,chilli_pepper,en,med,Chilli pepper,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00064,food_drink_01,4,vocabulary_card,don_t_finish_food,en,med,Don't finish food,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00065,food_drink_01,5,vocabulary_card,don_t_finish_your_food,en,med,Don't finish your food,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00066,food_drink_01,6,vocabulary_card,drink,en,med,Drink,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00067,food_drink_01,7,vocabulary_card,drink_water,en,med,Drink water,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00068,food_drink_01,8,vocabulary_card,eat,en,med,Eat,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00069,food_drink_01,9,vocabulary_card,eat_meat,en,med,Eat meat,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00070,food_drink_01,10,vocabulary_card,food_is_finish,en,med,Food is finish,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00071,food_drink_01,11,vocabulary_card,have_a_seat,en,med,Have a seat,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00072,food_drink_01,12,vocabulary_card,have_a_seat_please,en,med,Have a seat please,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00073,food_drink_01,13,vocabulary_card,have_you_eaten,en,med,Have you eaten?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00074,food_drink_01,14,vocabulary_card,hunger,en,med,Hunger,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00075,food_drink_01,15,vocabulary_card,i_am_eating,en,med,I am eating,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00076,food_drink_01,16,vocabulary_card,i_am_hungry,en,med,I am hungry,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00077,food_drink_01,17,vocabulary_card,i_will_drink_water,en,med,I will drink water,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00078,food_drink_01,18,vocabulary_card,i_will_eat,en,med,I will eat,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00079,food_drink_01,19,vocabulary_card,meat,en,med,Meat,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00080,food_drink_01,20,vocabulary_card,plantain,en,med,Plantain,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00081,food_drink_01,21,vocabulary_card,repeat_please,en,med,"Repeat, please",simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00082,food_drink_01,22,vocabulary_card,rice,en,med,Rice,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00083,food_drink_01,23,vocabulary_card,spices,en,med,Spices,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00084,food_drink_01,24,vocabulary_card,the_dog_ate_meat,en,med,The dog ate meat,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00085,food_drink_01,25,vocabulary_card,the_dog_ate_meat_everyday,en,med,The dog ate meat everyday,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00086,home_01,1,vocabulary_card,a_cup,en,med,A cup,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00087,home_01,2,vocabulary_card,a_glass,en,med,A glass,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00088,home_01,3,vocabulary_card,close_the_door,en,med,Close the door,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00089,home_01,4,vocabulary_card,i_am_in_the_kitchen,en,med,I am in the kitchen,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00090,home_01,5,vocabulary_card,i_am_in_the_room,en,med,I am in the room,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00091,home_01,6,vocabulary_card,kitchen,en,med,Kitchen,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00092,home_01,7,vocabulary_card,let_s_go_and_show_the_house,en,med,Let's go and show the house,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00093,home_01,8,vocabulary_card,let_s_go_home_it_s_getting_late,en,med,Let's go home it's getting late,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00094,home_01,9,vocabulary_card,my_house_is_far,en,med,My house is far,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00095,home_01,10,vocabulary_card,open_the_door,en,med,Open the door,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00096,home_01,11,vocabulary_card,the_door,en,med,The door,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00097,home_01,12,vocabulary_card,the_kitchen,en,med,The kitchen,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00098,home_01,13,vocabulary_card,the_living_room,en,med,The living room,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00099,home_01,14,vocabulary_card,the_plate,en,med,The plate,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00100,home_01,15,vocabulary_card,the_spoon,en,med,The spoon,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00101,actions_01,1,vocabulary_card,awaken_him,en,med,awaken him,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00102,actions_01,2,vocabulary_card,bring,en,med,Bring,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00103,actions_01,3,vocabulary_card,bring_back_to_you,en,med,Bring back to you,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00104,actions_01,4,vocabulary_card,come,en,med,Come,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00105,actions_01,5,vocabulary_card,come_and_embrace_me,en,med,Come and embrace me,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00106,actions_01,6,vocabulary_card,come_and_get,en,med,Come and get,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00107,actions_01,7,vocabulary_card,come_and_greet_me,en,med,Come and greet me,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00108,actions_01,8,vocabulary_card,come_and_sleep,en,med,Come and sleep,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00109,actions_01,9,vocabulary_card,come_and_take,en,med,Come and take,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00110,actions_01,10,vocabulary_card,do_it_again,en,med,Do it again,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00111,actions_01,11,vocabulary_card,do_like_that,en,med,Do like that,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00112,actions_01,12,vocabulary_card,do_like_this,en,med,Do like this,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00113,actions_01,13,vocabulary_card,don_t_awaken_her,en,med,don't awaken her,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00114,actions_01,14,vocabulary_card,don_t_buy,en,med,Don't buy,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00115,actions_01,15,vocabulary_card,don_t_come,en,med,Don't come,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00116,actions_01,16,vocabulary_card,don_t_do_it_again,en,med,Don't do it again,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00117,actions_01,17,vocabulary_card,don_t_do_like_that,en,med,Don't do like that,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00118,actions_01,18,vocabulary_card,don_t_finish,en,med,Don't finish,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00119,actions_01,19,vocabulary_card,don_t_finish_your_money,en,med,Don't finish your money,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00120,actions_01,20,vocabulary_card,don_t_hit_her,en,med,Don't hit her,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00121,actions_01,21,vocabulary_card,don_t_sell,en,med,Don't sell,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00122,actions_01,22,vocabulary_card,don_t_sit,en,med,Don't sit,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00123,actions_01,23,vocabulary_card,don_t_touch,en,med,Don't touch,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00124,actions_01,24,vocabulary_card,don_t_walk,en,med,Don't walk,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00125,actions_01,25,vocabulary_card,give_him,en,med,Give him,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00126,questions_01,1,vocabulary_card,are_you_angry,en,med,Are you angry?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00127,questions_01,2,vocabulary_card,are_you_full,en,med,Are you full?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00128,questions_01,3,vocabulary_card,are_you_going_to_run,en,med,Are you going to run?,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00129,questions_01,4,vocabulary_card,because,en,med,Because,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00130,questions_01,5,vocabulary_card,because_i_am_happy,en,med,Because I am happy,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00131,questions_01,6,vocabulary_card,do_what_is_good,en,med,Do what is good.,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00132,questions_01,7,vocabulary_card,everywhere,en,med,Everywhere,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00133,questions_01,8,vocabulary_card,for_whom,en,med,For whom,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00134,questions_01,9,vocabulary_card,have_you_urinated,en,med,Have you urinated?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00135,questions_01,10,vocabulary_card,help_request_title,en,med,Who can help me?,Francais_2 traduit (1).docx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00136,questions_01,11,vocabulary_card,is_this_a_lion,en,med,Is this a lion?,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00137,questions_01,12,vocabulary_card,it_is_not_a_lion,en,med,It is not a lion,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00138,questions_01,13,vocabulary_card,no_where,en,med,No where,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00139,questions_01,14,vocabulary_card,that_what,en,med,That what?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00140,questions_01,15,vocabulary_card,the_whole,en,med,The whole,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00141,questions_01,16,vocabulary_card,what,en,med,What?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00142,questions_01,17,vocabulary_card,what_are_you_doing,en,med,What are you doing?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00143,questions_01,18,vocabulary_card,what_are_you_saying,en,med,What are you saying?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00144,questions_01,19,vocabulary_card,what_do_we_talk_with,en,med,What do we talk with?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00145,questions_01,20,vocabulary_card,what_do_you_say,en,med,What do you say?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00146,questions_01,21,vocabulary_card,what_is_going_on,en,med,What is going on?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00147,questions_01,22,vocabulary_card,what_is_it,en,med,What is it?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00148,questions_01,23,vocabulary_card,what_is_it_story,en,med,What is it?,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00149,questions_01,24,vocabulary_card,when,en,med,When?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00150,questions_01,25,vocabulary_card,where,en,med,Where?,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00151,animals_01,1,vocabulary_card,a_dog,en,med,A dog,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00152,animals_01,2,vocabulary_card,a_snake,en,med,A snake,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00153,animals_01,3,vocabulary_card,animal,en,med,animal,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00154,animals_01,4,vocabulary_card,hyena,en,med,hyena,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00155,animals_01,5,vocabulary_card,jackal,en,med,jackal,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00156,animals_01,6,vocabulary_card,lion,en,med,lion,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00157,animals_01,7,vocabulary_card,lioness,en,med,lioness,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00158,animals_01,8,vocabulary_card,the_cat,en,med,The cat,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00159,animals_01,9,vocabulary_card,the_mouse,en,med,The mouse,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00160,animals_01,10,vocabulary_card,tiger,en,med,tiger,frabcaise_3.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00161,numbers_01,1,vocabulary_card,five,en,med,Five,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00162,numbers_01,2,vocabulary_card,four,en,med,Four,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00163,numbers_01,3,vocabulary_card,nine,en,med,Nine,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00164,numbers_01,4,vocabulary_card,one,en,med,One,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00165,numbers_01,5,vocabulary_card,seven,en,med,Seven,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00166,numbers_01,6,vocabulary_card,six,en,med,Six,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00167,numbers_01,7,vocabulary_card,ten,en,med,Ten,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00168,numbers_01,8,vocabulary_card,three,en,med,Three,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00169,numbers_01,9,vocabulary_card,two,en,med,Two,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00170,numbers_01,10,vocabulary_card,zero,en,med,Zero,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00171,time_weather_01,1,vocabulary_card,current_time,en,med,Current time,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00172,time_weather_01,2,vocabulary_card,evening,en,med,Evening,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00173,time_weather_01,3,vocabulary_card,friday,en,med,Friday,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00174,time_weather_01,4,vocabulary_card,i_don_t_know,en,med,I don't know,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00175,time_weather_01,5,vocabulary_card,i_know,en,med,I know,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00176,time_weather_01,6,vocabulary_card,it_is_daylight,en,med,It is daylight,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00177,time_weather_01,7,vocabulary_card,midday,en,med,Midday,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00178,time_weather_01,8,vocabulary_card,morning,en,med,Morning,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00179,time_weather_01,9,vocabulary_card,next_time,en,med,Next time,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00180,time_weather_01,10,vocabulary_card,now,en,med,Now,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00181,time_weather_01,11,vocabulary_card,one_day,en,med,One day,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00182,time_weather_01,12,vocabulary_card,right_now,en,med,Right now,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00183,time_weather_01,13,vocabulary_card,the_day,en,med,The day,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00184,time_weather_01,14,vocabulary_card,the_night,en,med,The night,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00185,time_weather_01,15,vocabulary_card,today,en,med,Today,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00186,time_weather_01,16,vocabulary_card,tomorrow,en,med,Tomorrow,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
